example_idx,stage,node_id,parent_node_id,branch_idx,sample_idx,reward
23125,4,d4_n19,d3_n8,1,7,1
23125,4,d4_n19,d3_n8,1,8,1
23125,4,d4_n19,d3_n8,1,9,1
23125,4,d4_n19,d3_n8,1,10,1
23125,4,d4_n19,d3_n8,1,11,1
23125,4,d4_n19,d3_n8,1,12,1
23125,4,d4_n19,d3_n8,1,13,1
23125,4,d4_n19,d3_n8,1,14,1
23125,4,d4_n19,d3_n8,1,15,1
23125,4,d4_n19,d3_n8,1,16,1
23125,4,d4_n19,d3_n8,1,17,1
23125,4,d4_n19,d3_n8,1,18,1
23125,4,d4_n19,d3_n8,1,19,1
23125,4,d4_n19,d3_n8,1,20,1
23125,4,d4_n19,d3_n8,1,21,1
23125,4,d4_n19,d3_n8,1,22,1
23125,4,d4_n19,d3_n8,1,23,1
23125,4,d4_n19,d3_n8,1,24,1
23125,4,d4_n19,d3_n8,1,25,1
23125,4,d4_n19,d3_n8,1,26,1
23125,4,d4_n19,d3_n8,1,27,1
23125,4,d4_n19,d3_n8,1,28,1
23125,4,d4_n19,d3_n8,1,29,1
23125,4,d4_n19,d3_n8,1,30,1
23125,4,d4_n19,d3_n8,1,31,1
23125,4,d4_n20,d3_n9,0,0,1
23125,4,d4_n20,d3_n9,0,1,1
23125,4,d4_n20,d3_n9,0,2,1
23125,4,d4_n20,d3_n9,0,3,1
23125,4,d4_n20,d3_n9,0,4,1
23125,4,d4_n20,d3_n9,0,5,1
23125,4,d4_n20,d3_n9,0,6,1
23125,4,d4_n20,d3_n9,0,7,1
23125,4,d4_n20,d3_n9,0,8,1
23125,4,d4_n20,d3_n9,0,9,1
23125,4,d4_n20,d3_n9,0,10,1
23125,4,d4_n20,d3_n9,0,11,1
23125,4,d4_n20,d3_n9,0,12,1
23125,4,d4_n20,d3_n9,0,13,1
23125,4,d4_n20,d3_n9,0,14,1
23125,4,d4_n20,d3_n9,0,15,1
23125,4,d4_n20,d3_n9,0,16,1
23125,4,d4_n20,d3_n9,0,17,1
23125,4,d4_n20,d3_n9,0,18,1
23125,4,d4_n20,d3_n9,0,19,1
23125,4,d4_n20,d3_n9,0,20,1
23125,4,d4_n20,d3_n9,0,21,1
23125,4,d4_n20,d3_n9,0,22,1
23125,4,d4_n20,d3_n9,0,23,1
23125,4,d4_n20,d3_n9,0,24,1
23125,4,d4_n20,d3_n9,0,25,1
23125,4,d4_n20,d3_n9,0,26,1
23125,4,d4_n20,d3_n9,0,27,1
23125,4,d4_n20,d3_n9,0,28,1
23125,4,d4_n20,d3_n9,0,29,1
23125,4,d4_n20,d3_n9,0,30,1
23125,4,d4_n20,d3_n9,0,31,1
23125,4,d4_n21,d3_n9,1,0,1
23125,4,d4_n21,d3_n9,1,1,1
23125,4,d4_n21,d3_n9,1,2,1
23125,4,d4_n21,d3_n9,1,3,1
23125,4,d4_n21,d3_n9,1,4,1
23125,4,d4_n21,d3_n9,1,5,1
23125,4,d4_n21,d3_n9,1,6,1
23125,4,d4_n21,d3_n9,1,7,1
23125,4,d4_n21,d3_n9,1,8,1
23125,4,d4_n21,d3_n9,1,9,1
23125,4,d4_n21,d3_n9,1,10,1
23125,4,d4_n21,d3_n9,1,11,1
23125,4,d4_n21,d3_n9,1,12,1
23125,4,d4_n21,d3_n9,1,13,1
23125,4,d4_n21,d3_n9,1,14,1
23125,4,d4_n21,d3_n9,1,15,1
23125,4,d4_n21,d3_n9,1,16,1
23125,4,d4_n21,d3_n9,1,17,1
23125,4,d4_n21,d3_n9,1,18,1
23125,4,d4_n21,d3_n9,1,19,1
23125,4,d4_n21,d3_n9,1,20,1
23125,4,d4_n21,d3_n9,1,21,1
23125,4,d4_n21,d3_n9,1,22,1
23125,4,d4_n21,d3_n9,1,23,1
23125,4,d4_n21,d3_n9,1,24,1
23125,4,d4_n21,d3_n9,1,25,1
23125,4,d4_n21,d3_n9,1,26,1
23125,4,d4_n21,d3_n9,1,27,1
23125,4,d4_n21,d3_n9,1,28,1
23125,4,d4_n21,d3_n9,1,29,1
23125,4,d4_n21,d3_n9,1,30,1
23125,4,d4_n21,d3_n9,1,31,1
23125,4,d4_n22,d3_n10,0,0,1
23125,4,d4_n22,d3_n10,0,1,1
23125,4,d4_n22,d3_n10,0,2,1
23125,4,d4_n22,d3_n10,0,3,1
23125,4,d4_n22,d3_n10,0,4,1
23125,4,d4_n22,d3_n10,0,5,1
23125,4,d4_n22,d3_n10,0,6,1
23125,4,d4_n22,d3_n10,0,7,1
23125,4,d4_n22,d3_n10,0,8,1
23125,4,d4_n22,d3_n10,0,9,1
23125,4,d4_n22,d3_n10,0,10,1
23125,4,d4_n22,d3_n10,0,11,1
23125,4,d4_n22,d3_n10,0,12,1
23125,4,d4_n22,d3_n10,0,13,1
23125,4,d4_n22,d3_n10,0,14,1
23125,4,d4_n22,d3_n10,0,15,1
23125,4,d4_n22,d3_n10,0,16,1
23125,4,d4_n22,d3_n10,0,17,1
23125,4,d4_n22,d3_n10,0,18,1
23125,4,d4_n22,d3_n10,0,19,1
23125,4,d4_n22,d3_n10,0,20,1
23125,4,d4_n22,d3_n10,0,21,1
23125,4,d4_n22,d3_n10,0,22,1
23125,4,d4_n22,d3_n10,0,23,1
23125,4,d4_n22,d3_n10,0,24,1
23125,4,d4_n22,d3_n10,0,25,1
23125,4,d4_n22,d3_n10,0,26,1
23125,4,d4_n22,d3_n10,0,27,1
23125,4,d4_n22,d3_n10,0,28,1
23125,4,d4_n22,d3_n10,0,29,1
23125,4,d4_n22,d3_n10,0,30,1
23125,4,d4_n22,d3_n10,0,31,1
23125,4,d4_n23,d3_n10,1,0,1
23125,4,d4_n23,d3_n10,1,1,1
23125,4,d4_n23,d3_n10,1,2,1
23125,4,d4_n23,d3_n10,1,3,1
23125,4,d4_n23,d3_n10,1,4,1
23125,4,d4_n23,d3_n10,1,5,1
23125,4,d4_n23,d3_n10,1,6,1
23125,4,d4_n23,d3_n10,1,7,1
23125,4,d4_n23,d3_n10,1,8,1
23125,4,d4_n23,d3_n10,1,9,1
23125,4,d4_n23,d3_n10,1,10,1
23125,4,d4_n23,d3_n10,1,11,1
23125,4,d4_n23,d3_n10,1,12,1
23125,4,d4_n23,d3_n10,1,13,1
23125,4,d4_n23,d3_n10,1,14,1
23125,4,d4_n23,d3_n10,1,15,1
23125,4,d4_n23,d3_n10,1,16,1
23125,4,d4_n23,d3_n10,1,17,1
23125,4,d4_n23,d3_n10,1,18,1
23125,4,d4_n23,d3_n10,1,19,1
23125,4,d4_n23,d3_n10,1,20,1
23125,4,d4_n23,d3_n10,1,21,1
23125,4,d4_n23,d3_n10,1,22,1
23125,4,d4_n23,d3_n10,1,23,1
23125,4,d4_n23,d3_n10,1,24,1
23125,4,d4_n23,d3_n10,1,25,1
23125,4,d4_n23,d3_n10,1,26,1
23125,4,d4_n23,d3_n10,1,27,1
23125,4,d4_n23,d3_n10,1,28,1
23125,4,d4_n23,d3_n10,1,29,1
23125,4,d4_n23,d3_n10,1,30,1
23125,4,d4_n23,d3_n10,1,31,1
23125,4,d4_n24,d3_n11,0,0,1
23125,4,d4_n24,d3_n11,0,1,1
23125,4,d4_n24,d3_n11,0,2,1
23125,4,d4_n24,d3_n11,0,3,1
23125,4,d4_n24,d3_n11,0,4,1
23125,4,d4_n24,d3_n11,0,5,1
23125,4,d4_n24,d3_n11,0,6,1
23125,4,d4_n24,d3_n11,0,7,1
23125,4,d4_n24,d3_n11,0,8,1
23125,4,d4_n24,d3_n11,0,9,1
23125,4,d4_n24,d3_n11,0,10,1
23125,4,d4_n24,d3_n11,0,11,1
23125,4,d4_n24,d3_n11,0,12,1
23125,4,d4_n24,d3_n11,0,13,1
23125,4,d4_n24,d3_n11,0,14,1
23125,4,d4_n24,d3_n11,0,15,1
23125,4,d4_n24,d3_n11,0,16,1
23125,4,d4_n24,d3_n11,0,17,1
23125,4,d4_n24,d3_n11,0,18,1
23125,4,d4_n24,d3_n11,0,19,1
23125,4,d4_n24,d3_n11,0,20,1
23125,4,d4_n24,d3_n11,0,21,1
23125,4,d4_n24,d3_n11,0,22,1
23125,4,d4_n24,d3_n11,0,23,1
23125,4,d4_n24,d3_n11,0,24,1
23125,4,d4_n24,d3_n11,0,25,1
23125,4,d4_n24,d3_n11,0,26,1
23125,4,d4_n24,d3_n11,0,27,1
23125,4,d4_n24,d3_n11,0,28,1
23125,4,d4_n24,d3_n11,0,29,1
23125,4,d4_n24,d3_n11,0,30,1
23125,4,d4_n24,d3_n11,0,31,1
23125,4,d4_n25,d3_n11,1,0,1
23125,4,d4_n25,d3_n11,1,1,1
23125,4,d4_n25,d3_n11,1,2,1
23125,4,d4_n25,d3_n11,1,3,1
23125,4,d4_n25,d3_n11,1,4,1
23125,4,d4_n25,d3_n11,1,5,1
23125,4,d4_n25,d3_n11,1,6,1
23125,4,d4_n25,d3_n11,1,7,1
23125,4,d4_n25,d3_n11,1,8,1
23125,4,d4_n25,d3_n11,1,9,1
23125,4,d4_n25,d3_n11,1,10,1
23125,4,d4_n25,d3_n11,1,11,1
23125,4,d4_n25,d3_n11,1,12,1
23125,4,d4_n25,d3_n11,1,13,1
23125,4,d4_n25,d3_n11,1,14,1
23125,4,d4_n25,d3_n11,1,15,1
23125,4,d4_n25,d3_n11,1,16,1
23125,4,d4_n25,d3_n11,1,17,1
23125,4,d4_n25,d3_n11,1,18,1
23125,4,d4_n25,d3_n11,1,19,1
23125,4,d4_n25,d3_n11,1,20,1
23125,4,d4_n25,d3_n11,1,21,1
23125,4,d4_n25,d3_n11,1,22,1
23125,4,d4_n25,d3_n11,1,23,1
23125,4,d4_n25,d3_n11,1,24,1
23125,4,d4_n25,d3_n11,1,25,1
23125,4,d4_n25,d3_n11,1,26,1
23125,4,d4_n25,d3_n11,1,27,1
23125,4,d4_n25,d3_n11,1,28,1
23125,4,d4_n25,d3_n11,1,29,1
23125,4,d4_n25,d3_n11,1,30,1
23125,4,d4_n25,d3_n11,1,31,1
23125,4,d4_n26,d3_n12,0,0,1
23125,4,d4_n26,d3_n12,0,1,1
23125,4,d4_n26,d3_n12,0,2,1
23125,4,d4_n26,d3_n12,0,3,1
23125,4,d4_n26,d3_n12,0,4,1
23125,4,d4_n26,d3_n12,0,5,1
23125,4,d4_n26,d3_n12,0,6,1
23125,4,d4_n26,d3_n12,0,7,1
23125,4,d4_n26,d3_n12,0,8,1
23125,4,d4_n26,d3_n12,0,9,1
23125,4,d4_n26,d3_n12,0,10,1
23125,4,d4_n26,d3_n12,0,11,1
23125,4,d4_n26,d3_n12,0,12,1
23125,4,d4_n26,d3_n12,0,13,1
23125,4,d4_n26,d3_n12,0,14,1
23125,4,d4_n26,d3_n12,0,15,1
23125,4,d4_n26,d3_n12,0,16,1
23125,4,d4_n26,d3_n12,0,17,1
23125,4,d4_n26,d3_n12,0,18,1
23125,4,d4_n26,d3_n12,0,19,1
23125,4,d4_n26,d3_n12,0,20,1
23125,4,d4_n26,d3_n12,0,21,1
23125,4,d4_n26,d3_n12,0,22,1
23125,4,d4_n26,d3_n12,0,23,1
23125,4,d4_n26,d3_n12,0,24,1
23125,4,d4_n26,d3_n12,0,25,1
23125,4,d4_n26,d3_n12,0,26,1
23125,4,d4_n26,d3_n12,0,27,1
23125,4,d4_n26,d3_n12,0,28,1
23125,4,d4_n26,d3_n12,0,29,1
23125,4,d4_n26,d3_n12,0,30,1
23125,4,d4_n26,d3_n12,0,31,1
23125,4,d4_n27,d3_n12,1,0,1
23125,4,d4_n27,d3_n12,1,1,1
23125,4,d4_n27,d3_n12,1,2,1
23125,4,d4_n27,d3_n12,1,3,1
23125,4,d4_n27,d3_n12,1,4,1
23125,4,d4_n27,d3_n12,1,5,1
23125,4,d4_n27,d3_n12,1,6,1
23125,4,d4_n27,d3_n12,1,7,1
23125,4,d4_n27,d3_n12,1,8,1
23125,4,d4_n27,d3_n12,1,9,1
23125,4,d4_n27,d3_n12,1,10,1
23125,4,d4_n27,d3_n12,1,11,1
23125,4,d4_n27,d3_n12,1,12,1
23125,4,d4_n27,d3_n12,1,13,1
23125,4,d4_n27,d3_n12,1,14,1
23125,4,d4_n27,d3_n12,1,15,1
23125,4,d4_n27,d3_n12,1,16,1
23125,4,d4_n27,d3_n12,1,17,1
23125,4,d4_n27,d3_n12,1,18,1
23125,4,d4_n27,d3_n12,1,19,1
23125,4,d4_n27,d3_n12,1,20,1
23125,4,d4_n27,d3_n12,1,21,1
23125,4,d4_n27,d3_n12,1,22,1
23125,4,d4_n27,d3_n12,1,23,1
23125,4,d4_n27,d3_n12,1,24,1
23125,4,d4_n27,d3_n12,1,25,1
23125,4,d4_n27,d3_n12,1,26,1
23125,4,d4_n27,d3_n12,1,27,1
23125,4,d4_n27,d3_n12,1,28,1
23125,4,d4_n27,d3_n12,1,29,1
23125,4,d4_n27,d3_n12,1,30,1
23125,4,d4_n27,d3_n12,1,31,1
23125,4,d4_n28,d3_n13,0,0,1
23125,4,d4_n28,d3_n13,0,1,1
23125,4,d4_n28,d3_n13,0,2,1
23125,4,d4_n28,d3_n13,0,3,1
23125,4,d4_n28,d3_n13,0,4,1
23125,4,d4_n28,d3_n13,0,5,1
23125,4,d4_n28,d3_n13,0,6,1
23125,4,d4_n28,d3_n13,0,7,1
23125,4,d4_n28,d3_n13,0,8,1
23125,4,d4_n28,d3_n13,0,9,1
23125,4,d4_n28,d3_n13,0,10,1
23125,4,d4_n28,d3_n13,0,11,1
23125,4,d4_n28,d3_n13,0,12,1
23125,4,d4_n28,d3_n13,0,13,1
23125,4,d4_n28,d3_n13,0,14,1
23125,4,d4_n28,d3_n13,0,15,1
23125,4,d4_n28,d3_n13,0,16,1
23125,4,d4_n28,d3_n13,0,17,1
23125,4,d4_n28,d3_n13,0,18,1
23125,4,d4_n28,d3_n13,0,19,1
23125,4,d4_n28,d3_n13,0,20,1
23125,4,d4_n28,d3_n13,0,21,1
23125,4,d4_n28,d3_n13,0,22,1
23125,4,d4_n28,d3_n13,0,23,1
23125,4,d4_n28,d3_n13,0,24,1
23125,4,d4_n28,d3_n13,0,25,1
23125,4,d4_n28,d3_n13,0,26,1
23125,4,d4_n28,d3_n13,0,27,1
23125,4,d4_n28,d3_n13,0,28,1
23125,4,d4_n28,d3_n13,0,29,1
23125,4,d4_n28,d3_n13,0,30,1
23125,4,d4_n28,d3_n13,0,31,1
23125,4,d4_n29,d3_n13,1,0,1
23125,4,d4_n29,d3_n13,1,1,1
23125,4,d4_n29,d3_n13,1,2,1
23125,4,d4_n29,d3_n13,1,3,1
23125,4,d4_n29,d3_n13,1,4,1
23125,4,d4_n29,d3_n13,1,5,1
23125,4,d4_n29,d3_n13,1,6,1
23125,4,d4_n29,d3_n13,1,7,1
23125,4,d4_n29,d3_n13,1,8,1
23125,4,d4_n29,d3_n13,1,9,1
23125,4,d4_n29,d3_n13,1,10,1
23125,4,d4_n29,d3_n13,1,11,1
23125,4,d4_n29,d3_n13,1,12,1
23125,4,d4_n29,d3_n13,1,13,1
23125,4,d4_n29,d3_n13,1,14,1
23125,4,d4_n29,d3_n13,1,15,1
23125,4,d4_n29,d3_n13,1,16,1
23125,4,d4_n29,d3_n13,1,17,1
23125,4,d4_n29,d3_n13,1,18,1
23125,4,d4_n29,d3_n13,1,19,1
23125,4,d4_n29,d3_n13,1,20,1
23125,4,d4_n29,d3_n13,1,21,1
23125,4,d4_n29,d3_n13,1,22,1
23125,4,d4_n29,d3_n13,1,23,1
23125,4,d4_n29,d3_n13,1,24,1
23125,4,d4_n29,d3_n13,1,25,1
23125,4,d4_n29,d3_n13,1,26,1
23125,4,d4_n29,d3_n13,1,27,1
23125,4,d4_n29,d3_n13,1,28,1
23125,4,d4_n29,d3_n13,1,29,1
23125,4,d4_n29,d3_n13,1,30,1
23125,4,d4_n29,d3_n13,1,31,1
23125,5,d5_n30,d4_n14,0,0,1
23125,5,d5_n30,d4_n14,0,1,1
23125,5,d5_n30,d4_n14,0,2,1
23125,5,d5_n30,d4_n14,0,3,1
23125,5,d5_n30,d4_n14,0,4,1
23125,5,d5_n30,d4_n14,0,5,1
23125,5,d5_n30,d4_n14,0,6,1
23125,5,d5_n30,d4_n14,0,7,1
23125,5,d5_n30,d4_n14,0,8,1
23125,5,d5_n30,d4_n14,0,9,1
23125,5,d5_n30,d4_n14,0,10,1
23125,5,d5_n30,d4_n14,0,11,1
23125,5,d5_n30,d4_n14,0,12,1
23125,5,d5_n30,d4_n14,0,13,1
23125,5,d5_n30,d4_n14,0,14,1
23125,5,d5_n30,d4_n14,0,15,1
23125,5,d5_n30,d4_n14,0,16,1
23125,5,d5_n30,d4_n14,0,17,1
23125,5,d5_n30,d4_n14,0,18,1
23125,5,d5_n30,d4_n14,0,19,1
23125,5,d5_n30,d4_n14,0,20,1
23125,5,d5_n30,d4_n14,0,21,1
23125,5,d5_n30,d4_n14,0,22,1
23125,5,d5_n30,d4_n14,0,23,1
23125,5,d5_n30,d4_n14,0,24,1
23125,5,d5_n30,d4_n14,0,25,1
23125,5,d5_n30,d4_n14,0,26,1
23125,5,d5_n30,d4_n14,0,27,1
23125,5,d5_n30,d4_n14,0,28,1
23125,5,d5_n30,d4_n14,0,29,1
23125,5,d5_n30,d4_n14,0,30,1
23125,5,d5_n30,d4_n14,0,31,1
23125,5,d5_n31,d4_n14,1,0,1
23125,5,d5_n31,d4_n14,1,1,1
23125,5,d5_n31,d4_n14,1,2,1
23125,5,d5_n31,d4_n14,1,3,1
23125,5,d5_n31,d4_n14,1,4,1
23125,5,d5_n31,d4_n14,1,5,1
23125,5,d5_n31,d4_n14,1,6,1
23125,5,d5_n31,d4_n14,1,7,1
23125,5,d5_n31,d4_n14,1,8,1
23125,5,d5_n31,d4_n14,1,9,1
23125,5,d5_n31,d4_n14,1,10,1
23125,5,d5_n31,d4_n14,1,11,1
23125,5,d5_n31,d4_n14,1,12,1
23125,5,d5_n31,d4_n14,1,13,1
23125,5,d5_n31,d4_n14,1,14,1
23125,5,d5_n31,d4_n14,1,15,1
23125,5,d5_n31,d4_n14,1,16,1
23125,5,d5_n31,d4_n14,1,17,1
23125,5,d5_n31,d4_n14,1,18,1
23125,5,d5_n31,d4_n14,1,19,1
23125,5,d5_n31,d4_n14,1,20,1
23125,5,d5_n31,d4_n14,1,21,1
23125,5,d5_n31,d4_n14,1,22,1
23125,5,d5_n31,d4_n14,1,23,1
23125,5,d5_n31,d4_n14,1,24,1
23125,5,d5_n31,d4_n14,1,25,1
23125,5,d5_n31,d4_n14,1,26,1
23125,5,d5_n31,d4_n14,1,27,1
23125,5,d5_n31,d4_n14,1,28,1
23125,5,d5_n31,d4_n14,1,29,1
23125,5,d5_n31,d4_n14,1,30,1
23125,5,d5_n31,d4_n14,1,31,1
23125,5,d5_n32,d4_n15,0,0,1
23125,5,d5_n32,d4_n15,0,1,1
23125,5,d5_n32,d4_n15,0,2,1
23125,5,d5_n32,d4_n15,0,3,1
23125,5,d5_n32,d4_n15,0,4,1
23125,5,d5_n32,d4_n15,0,5,1
23125,5,d5_n32,d4_n15,0,6,1
23125,5,d5_n32,d4_n15,0,7,1
23125,5,d5_n32,d4_n15,0,8,0
23125,5,d5_n32,d4_n15,0,9,1
23125,5,d5_n32,d4_n15,0,10,1
23125,5,d5_n32,d4_n15,0,11,1
23125,5,d5_n32,d4_n15,0,12,1
23125,5,d5_n32,d4_n15,0,13,1
23125,5,d5_n32,d4_n15,0,14,1
23125,5,d5_n32,d4_n15,0,15,1
23125,5,d5_n32,d4_n15,0,16,1
23125,5,d5_n32,d4_n15,0,17,1
23125,5,d5_n32,d4_n15,0,18,1
23125,5,d5_n32,d4_n15,0,19,1
23125,5,d5_n32,d4_n15,0,20,1
23125,5,d5_n32,d4_n15,0,21,1
23125,5,d5_n32,d4_n15,0,22,1
23125,5,d5_n32,d4_n15,0,23,1
23125,5,d5_n32,d4_n15,0,24,1
23125,5,d5_n32,d4_n15,0,25,1
23125,5,d5_n32,d4_n15,0,26,1
23125,5,d5_n32,d4_n15,0,27,1
23125,5,d5_n32,d4_n15,0,28,1
23125,5,d5_n32,d4_n15,0,29,1
23125,5,d5_n32,d4_n15,0,30,1
23125,5,d5_n32,d4_n15,0,31,1
23125,5,d5_n33,d4_n15,1,0,1
23125,5,d5_n33,d4_n15,1,1,1
23125,5,d5_n33,d4_n15,1,2,1
23125,5,d5_n33,d4_n15,1,3,1
23125,5,d5_n33,d4_n15,1,4,1
23125,5,d5_n33,d4_n15,1,5,1
23125,5,d5_n33,d4_n15,1,6,1
23125,5,d5_n33,d4_n15,1,7,1
23125,5,d5_n33,d4_n15,1,8,1
23125,5,d5_n33,d4_n15,1,9,1
23125,5,d5_n33,d4_n15,1,10,1
23125,5,d5_n33,d4_n15,1,11,1
23125,5,d5_n33,d4_n15,1,12,1
23125,5,d5_n33,d4_n15,1,13,1
23125,5,d5_n33,d4_n15,1,14,1
23125,5,d5_n33,d4_n15,1,15,1
23125,5,d5_n33,d4_n15,1,16,1
23125,5,d5_n33,d4_n15,1,17,1
23125,5,d5_n33,d4_n15,1,18,1
23125,5,d5_n33,d4_n15,1,19,1
23125,5,d5_n33,d4_n15,1,20,1
23125,5,d5_n33,d4_n15,1,21,1
23125,5,d5_n33,d4_n15,1,22,1
23125,5,d5_n33,d4_n15,1,23,1
23125,5,d5_n33,d4_n15,1,24,1
23125,5,d5_n33,d4_n15,1,25,1
23125,5,d5_n33,d4_n15,1,26,1
23125,5,d5_n33,d4_n15,1,27,1
23125,5,d5_n33,d4_n15,1,28,1
23125,5,d5_n33,d4_n15,1,29,1
23125,5,d5_n33,d4_n15,1,30,1
23125,5,d5_n33,d4_n15,1,31,1
23125,5,d5_n34,d4_n16,0,0,1
23125,5,d5_n34,d4_n16,0,1,1
23125,5,d5_n34,d4_n16,0,2,1
23125,5,d5_n34,d4_n16,0,3,1
23125,5,d5_n34,d4_n16,0,4,1
23125,5,d5_n34,d4_n16,0,5,1
23125,5,d5_n34,d4_n16,0,6,1
23125,5,d5_n34,d4_n16,0,7,1
23125,5,d5_n34,d4_n16,0,8,1
23125,5,d5_n34,d4_n16,0,9,1
23125,5,d5_n34,d4_n16,0,10,1
23125,5,d5_n34,d4_n16,0,11,1
23125,5,d5_n34,d4_n16,0,12,1
23125,5,d5_n34,d4_n16,0,13,1
23125,5,d5_n34,d4_n16,0,14,1
23125,5,d5_n34,d4_n16,0,15,1
23125,5,d5_n34,d4_n16,0,16,1
23125,5,d5_n34,d4_n16,0,17,1
23125,5,d5_n34,d4_n16,0,18,1
23125,5,d5_n34,d4_n16,0,19,1
23125,5,d5_n34,d4_n16,0,20,1
23125,5,d5_n34,d4_n16,0,21,1
23125,5,d5_n34,d4_n16,0,22,1
23125,5,d5_n34,d4_n16,0,23,1
23125,5,d5_n34,d4_n16,0,24,1
23125,5,d5_n34,d4_n16,0,25,1
23125,5,d5_n34,d4_n16,0,26,1
23125,5,d5_n34,d4_n16,0,27,1
23125,5,d5_n34,d4_n16,0,28,1
23125,5,d5_n34,d4_n16,0,29,1
23125,5,d5_n34,d4_n16,0,30,1
23125,5,d5_n34,d4_n16,0,31,1
23125,5,d5_n35,d4_n16,1,0,1
23125,5,d5_n35,d4_n16,1,1,1
23125,5,d5_n35,d4_n16,1,2,1
23125,5,d5_n35,d4_n16,1,3,1
23125,5,d5_n35,d4_n16,1,4,1
23125,5,d5_n35,d4_n16,1,5,1
23125,5,d5_n35,d4_n16,1,6,1
23125,5,d5_n35,d4_n16,1,7,1
23125,5,d5_n35,d4_n16,1,8,1
23125,5,d5_n35,d4_n16,1,9,1
23125,5,d5_n35,d4_n16,1,10,1
23125,5,d5_n35,d4_n16,1,11,1
23125,5,d5_n35,d4_n16,1,12,1
23125,5,d5_n35,d4_n16,1,13,1
23125,5,d5_n35,d4_n16,1,14,1
23125,5,d5_n35,d4_n16,1,15,1
23125,5,d5_n35,d4_n16,1,16,1
23125,5,d5_n35,d4_n16,1,17,1
23125,5,d5_n35,d4_n16,1,18,1
23125,5,d5_n35,d4_n16,1,19,1
23125,5,d5_n35,d4_n16,1,20,1
23125,5,d5_n35,d4_n16,1,21,1
23125,5,d5_n35,d4_n16,1,22,1
23125,5,d5_n35,d4_n16,1,23,1
23125,5,d5_n35,d4_n16,1,24,1
23125,5,d5_n35,d4_n16,1,25,1
23125,5,d5_n35,d4_n16,1,26,1
23125,5,d5_n35,d4_n16,1,27,1
23125,5,d5_n35,d4_n16,1,28,1
23125,5,d5_n35,d4_n16,1,29,1
23125,5,d5_n35,d4_n16,1,30,1
23125,5,d5_n35,d4_n16,1,31,1
23125,5,d5_n36,d4_n17,0,0,1
23125,5,d5_n36,d4_n17,0,1,1
23125,5,d5_n36,d4_n17,0,2,1
23125,5,d5_n36,d4_n17,0,3,1
23125,5,d5_n36,d4_n17,0,4,1
23125,5,d5_n36,d4_n17,0,5,1
23125,5,d5_n36,d4_n17,0,6,1
23125,5,d5_n36,d4_n17,0,7,1
23125,5,d5_n36,d4_n17,0,8,1
23125,5,d5_n36,d4_n17,0,9,1
23125,5,d5_n36,d4_n17,0,10,1
23125,5,d5_n36,d4_n17,0,11,1
23125,5,d5_n36,d4_n17,0,12,1
23125,5,d5_n36,d4_n17,0,13,1
23125,5,d5_n36,d4_n17,0,14,1
23125,5,d5_n36,d4_n17,0,15,1
23125,5,d5_n36,d4_n17,0,16,1
23125,5,d5_n36,d4_n17,0,17,1
23125,5,d5_n36,d4_n17,0,18,1
23125,5,d5_n36,d4_n17,0,19,1
23125,5,d5_n36,d4_n17,0,20,1
23125,5,d5_n36,d4_n17,0,21,1
23125,5,d5_n36,d4_n17,0,22,1
23125,5,d5_n36,d4_n17,0,23,1
23125,5,d5_n36,d4_n17,0,24,1
23125,5,d5_n36,d4_n17,0,25,1
23125,5,d5_n36,d4_n17,0,26,1
23125,5,d5_n36,d4_n17,0,27,1
23125,5,d5_n36,d4_n17,0,28,1
23125,5,d5_n36,d4_n17,0,29,1
23125,5,d5_n36,d4_n17,0,30,1
23125,5,d5_n36,d4_n17,0,31,1
23125,5,d5_n37,d4_n17,1,0,1
23125,5,d5_n37,d4_n17,1,1,1
23125,5,d5_n37,d4_n17,1,2,1
23125,5,d5_n37,d4_n17,1,3,1
23125,5,d5_n37,d4_n17,1,4,1
23125,5,d5_n37,d4_n17,1,5,1
23125,5,d5_n37,d4_n17,1,6,1
23125,5,d5_n37,d4_n17,1,7,1
23125,5,d5_n37,d4_n17,1,8,1
23125,5,d5_n37,d4_n17,1,9,1
23125,5,d5_n37,d4_n17,1,10,1
23125,5,d5_n37,d4_n17,1,11,1
23125,5,d5_n37,d4_n17,1,12,1
23125,5,d5_n37,d4_n17,1,13,1
23125,5,d5_n37,d4_n17,1,14,1
23125,5,d5_n37,d4_n17,1,15,1
23125,5,d5_n37,d4_n17,1,16,1
23125,5,d5_n37,d4_n17,1,17,1
23125,5,d5_n37,d4_n17,1,18,1
23125,5,d5_n37,d4_n17,1,19,1
23125,5,d5_n37,d4_n17,1,20,1
23125,5,d5_n37,d4_n17,1,21,1
23125,5,d5_n37,d4_n17,1,22,1
23125,5,d5_n37,d4_n17,1,23,1
23125,5,d5_n37,d4_n17,1,24,1
23125,5,d5_n37,d4_n17,1,25,1
23125,5,d5_n37,d4_n17,1,26,1
23125,5,d5_n37,d4_n17,1,27,1
23125,5,d5_n37,d4_n17,1,28,1
23125,5,d5_n37,d4_n17,1,29,1
23125,5,d5_n37,d4_n17,1,30,1
23125,5,d5_n37,d4_n17,1,31,1
23125,5,d5_n38,d4_n18,0,0,1
23125,5,d5_n38,d4_n18,0,1,1
23125,5,d5_n38,d4_n18,0,2,1
23125,5,d5_n38,d4_n18,0,3,1
23125,5,d5_n38,d4_n18,0,4,1
23125,5,d5_n38,d4_n18,0,5,1
